id,title,text,author,language,keywords
80,"
گذار از نظریه به عمل در تربیت اسلامی","پژوهش حاضر تلاشی است جهت رفع شکاف دیرینه نظریه و عمل تربیتی, با در نظر گرفتن دیدگاه اسلامی در تربیت که بر اساس واسازی مفهوم شهادت انجام شده است. در این راستا, با تاکید بر نقش عامل اصیل در تربیت اسلامی, پیامبر یا رسول به مثابه نمود کاملی از انسان تربیت یافته و به عبارتی, شاهد و گواه عملی شدن نظریه های اصیل و واسطه اصلی میان حوزه نظر با میدان عمل در تربیت, مدنظر قرار گرفته است. از این رو, جریان گذار از نظریه به عمل تربیتی, ذیل این اصل اساسی تشریح می شود که نزدیک شدن به رسول, معیاری برای نزدیک تر شدن به حوزه عمل و نمودی عینی برای نظریه تربیت بوده و به تبع آن, فاصله گرفتن از این معیار تربیتی, نشان فصل بین نظر و عمل تربیتی است. بر این اساس, با توجه به سیره عملی رسول در تاریخ اسلام, گذار از نظر به عمل تربیتی در سه سطح یا فاز کلی شامل سطوح شناختی-عقلانی, عاطفی-هیجانی و رفتاری-عملیاتی و با معرفی دوازده مولفه اساسی معرفی شده است",رضا محمدی چابکی,Persian,"
تربیت اسلامی نظریه تربیتی عمل تربیتی"
81,از رنج تا گنج: تحلیل رویکردهای سه گانه به نقش تربیتی رنج,هر فردی در زندگی خود لزوماً با درد و رنج مواجه می‌شود؛ تا آنجا که می‌توان رنج را زبان مشترک انسان‌ها نامید. با توجه به اینکه این لحظه‌ها سخت‌ترین و غامض‌ترین تجربه‌های هر فرد است؛ تاثیرات عمیق و اساسی در زندگی و تربیت او به دنبال دارد. در این پژوهش، با روش توصیفی‌-‌‌تحلیلی، پس از مروری کلی بر جایگاه رنج در تاریخ اندیشه، سه رویکرد مختلف در مواجهه با رنج معرفی و تحلیل شده است: در رویکرد انفعالی، رنج چالشی غیر قابل تغییر در زندگی انسان محسوب می‌شود که آدمی باید از مواجهه با آن بگریزد. در رویکرد تدافعی، رنج مانعی برای رشد و تربیت انسان در نظر گرفته می‌شود که باید با آن مبارزه کرد. در رویکرد تکاملی، رنج بستری لازم برای تعالی انسان دانسته می‌شود که موجب یالفعل شدن استعدادهای وجودی آدمی است. نتیجه پژوهش نشان داد که رویکردهای انفعالی و تدافعی، نگاه جامع و واقع بینانه‌ای نسبت به رنج ندارند و تنها در رویکرد تکاملی می‌توان نقش تربیتی فعال و واقع‌بینانه‌ای برای رنج متصور شد.,رضا محمدی چابکی,Persian,فلسفه رنج؛ رویکرد انفعالی؛ رویکرد تدافعی؛ رویکرد تکاملی
82,تبیین جایگاه زبان در تقویت مبانی، تصریح اهداف و توسعه ی وسایل تربیت,"پژوهش حاضر به تبیین جایگاه زبان در تقویت مبانی, تصریح اهداف وتوسعه وسایل تربیت پرداخته است. روش پژوهش تحلیل اسنادی بوده, جامعه پژوهش کلیه اسناد و مدارک مرتبط با موضوع پژوهش می باشند که بدون نمونه گیری بررسی شده اند. گردآوری داده ها به وسیله فرم فیش برداری انجام و داده های حاصل به شیوه کیفی تحلیل شده اند. عمده ترین یافته های پژوهش عبارتند از: 1- زبان در تصریح مبانی تربیت, می تواند به ترتیب در حوزه مبنای فلسفی با؛ تحلیل زبان تدریس و یادگیری, تحلیل نقادانه مفاهیم و اصطلاحات تربیتی و توضیح ذهنیت انسان, در حوزه مبنای روان شناختی با؛ کمک به تدوین نظریه های یادگیری, روان شناسی زبان و روان شناسی اجتماعی و در حوزه مبنای جامعه شناختی نیز با؛ ترسیم رابطه زبان و فرهنگ, اهمیت زبان آموزشی کشور, تحکیم خط مشی های زبانی, تقویت هویت فرهنگی و روابط معلم - دانش آموز به تقویت مبانی تربیت کمک دهد. 2- زبان در تصریح اهداف تربیت, می تواند به ترتیب در سطح فردی با؛ بهبود رفتارهای زبانی فردی, سواد آموزی, تامین دانش حداقلی قواعد زبانی جهت کاربست توانایی های سطح بالا, تفکرمنطقی و حل مساله, در سطح اجتماعی با؛ توسعه فرهیختگی, تقویت یادگیری مشارکتی, رشد مهارت های تعامل اجتماعی, شایستگی کنش گفتاری در روابط اجتماعی و در سطح جهانی با؛ بهبود رفتارهای سطح بالا زبانی در شرایط جهانی شدن, برقراری ارتباط مطلوب با سایر فرهنگ ها به وضوح اهداف تربیت کمک دهد. 3- زبان در تصریح وسایل تربیت, می تواند به ترتیب در حوزه برنامه ریزی های آموزش و پرورش با؛ تحلیل نیازهای آموزشی به لحاظ زبانی, برنامه ریزی زبانی و برنامه درسی زبانی, در حوزه تربیت معلم با؛ ایجاد ارتباط موفق با دیگران و به کار بستن صحیح زبان, حل برخی مشکلات معلمان و توسعه توان تحلیل و آموزش تحلیلی مطالب و در حوزه تدریس و تفهیم با؛ تثبیت موقعیت اجتماعی دانش آموز در کلاس درس, امکان افزایش قدرت یادگیری, اصلاح و تقویت گفتگو به عنوان یکی از راهبرد های اصلی در تربیت فعال و وضوح و تمایز دهی به زبان محتوایی و تدریسی به توسعه وسایل تربیت کمک دهد.",رضا محمدی چابکی,Persian,زبان؛ زبان شناسی تربیتی؛ مبانی تربیت؛ اهداف تربیت؛ وسایل تربیت
83,تغییر نقش معلم مبتنی بر نظریه پیچیدگی: از بازنمایی به تسهیل نوپدیدی,هدف مطالعه حاضر، بازاندیشی درباره نقش معلم در فرایند یاددهی/یادگیری مبتنی بر نظریه پیچیدگی است. برای این منظور نقش معلم در بینش سنتی کمنیوس و نیز بینش منتقدانه دیوئی مطرح شده و از نقش معلم در نظریه پیچیدگی دفاع شده است به گونه ای که مطالعه حاضر انگاره تسهیلگر نوپدیدی را به جای انگاره معلم بازنمایاننده پیشنهاد می کند. چنین است که نقش تسهیلگری مطابق با نظریه پیچیدگی، فراهم کردن بستر مناسب برای مشارکت همراه با درگیری و توجه، گوش فرادادن هرمنوتیکی، بکار آمدن نیروی تخیل و فی البداهگی، و نوپدیداری تفسیرهای گوناگون و پدیداری دانش و آگاهی نوپدید زمانی، غیرخطی، پیش بینی ناپذیر، خودسازمان و مشترک است. با چنین بینشی تسهیلگری و یادگیری همچون دو امر همزمان و پیوسته، که هیچ یک به معلم یا فراگیران نیز محدود نمی شوند، بسترساز نوپدیدآیی دانش زمانی و مشترک در سطح کلاس است.,رضا محمدی چابکی,Persian,نظریه پیچیدگی، تسهیلگری، نوپدیدی، بازنمایی
84,"بررسی دیدگاه دانش آموزان پایه سوم دوره متوسطه پیرامون تحقق اهداف قلمرو ""عمل و رفتار"" برنامه درسی دین و زندگی","هدف از انجام این پژوهش بررسی دیدگاه دانش‌آموزان دوره متوسطه پایه سوم پیرامون دست‌یابی به اهداف برنامه درسی دین و زندگی در حیطه عمل و رفتار است. این حیطه؛ براساس راهنمای برنامه‌درسی، با هفت مفهوم اساسی ‌از جمله: مبانی و اصول دین، قرآن کریم، سنت و سیره، انسان در اسلام، جامعه اسلامی، راه زندگی و دین در دنیای جدید مرتبط است. روش مطالعه، ارزشیابی با استفاده از روش‌های پیمایشی و ارزیابی ملاک‌مدار بود. جامعه آماری دانش‌آموزان شهر تهران بودند که از این جامعه تعداد 420 نفر براساس روش نمونه‌گیری خوشه‌ای چند مرحله‌ای به عنوان نمونه انتخاب شدند. ابزار پژوهش، پرسش‌نامه محقق ساخته بود که روایی و پایایی آن توسط معیارهای روانسنجی مورد تایید قرارگرفت. داده‌های حاصله با استفاده از روش‌های توصیفی از جمله میانگین و درصد و آزمون آماری تی تک نمونه‌ای مورد تجزیه و تحلیل قرارگرفت. یافته‌های حاصله حاکی از این است که دانش‌آموزان اعم از دختر و پسر دست‌یابی خود را به اهداف مربوط به ""مبانی و اصول دین، قرآن کریم و انسان در اسلام"" مطلوب گزارش نمودند. در قلمرو ""سنت و سیره"" علی‌رغم این که در مواردی دانش‌آموزان دست‌یابی خود را به اهداف این بخش مطلوب گزارش نموده‌اند اما عمدتاً دیدگاه آنان در این بخش نامطلوب می‌باشد. در بخش ""جامعه اسلامی"" علی‌رغم این که در مواردی دانش‌آموزان دست‌یابی خود را به این بخش نامطلوب گزارش نموده‌اند اما عمدتاً دیدگاه آنان در این بخش مطلوب گزارش شده است. در بخش ""راه زندگی"" عمدتاً دانش‌آموزان دست‌یابی خود را به این بخش نامطلوب گزارش نمودند. لازم به ذکر است که در مفاهیم هفت‌گانه تفاوت معناداری بین دیدگاه‌های دختران و پسران مشاهده نشد.",رضا محمدی چابکی,Persian,ارزشیابی، اهداف برنامه درسی، دین و زندگی، دیدگاه دانش آموزان، عمل و رفتار
85,فهم مسأله محور قرآن مبتنی بر رویکرد سازه‌گرایی واقع‌گرایانه,"مراجعه به قرآن از نظرگاه مسائل و پیش‌فهم‌های خواننده در مقابل تأکید بر درک دلالت اصلی متن، یک دوقطبی تقلیل‌گرایانه را در مقوله فهم قرآن رقم زده است که طرفداران هر دو قطب را از بهره‌مندی از ظرفیت‌های قطب دیگر باز داشته است. در پژوهش حاضر با هدف برون‌رفت از دوقطبی مذکور، نظریه سازه‌گرایی واقع‌گرایانه مورد استفاده قرار می‌گیرد. سازه‌گرایی واقع‌گرایانه رویکردی در معرفت‌شناسی است که شکل‌گیری معرفت را مبتنی بر دو پایه نظرگاه فاعل شناسا و واقعیت‌های عینی ساماندهی می‌کند. استفاده از این نظریه در فهم قرآن، از یک سو امکان ساخت سازه‌های شناختی از قرآن را متناسب با مسائل و نظرگاه خواننده فراهم می‌کند و از دیگر سو بدون گرایش به نسبی‌گرایی، برداشت‌های مسأله‌محور را در محدوده دلالت متن ساماندهی می‌کند. بررسی دو آیه دارای ظرفیت‌های دلالی مختلف در این مقاله مبتنی بر روی‌آورد سازه‌گرایی واقع‌گرایانه، نشان می‌دهد که در فرایند فهم مسأله‌محور قرآن، بین دو مؤلفه""مسائل و نظرگاه‌های خواننده"" و ""گستردگی ابعاد متن"" هم‌بستگی تام وجود دارد؛ به گونه‌ای که هر چه مسائل و نظرگاه‌های خواننده متنوع‌تر باشد، امکان راهیابی به ابعاد بیشتری از متن مهیا می‌شود و هر چه ابعاد دلالی فرازهایی از قرآن گسترده‌تر باشد، امکان به کارگیری مسائل و نظرگاه‌های بیشتری در فهم آن فراز وجود دارد.",رضا محمدی چابکی,Persian,فهم مسأله‌محور قرآن؛ سازه‌گرایی واقع‌گرایانه؛ مسائل خواننده؛ نظرگاه خواننده؛ دلالت لفظی متن
86,تاریخ فلسفه تعلیم و تربیت در ایران ,هدف اصلی این مقاله بررسی تاریخ فلسفه تعلیم و تربیت ایران در دوران معاصر است. فلسفه تعلیم و تربیت به‌مثابه‌ی رشته‌ای دانشگاهی نقطه‌ی آغاز معینی دارد: یکشنبه، 24 فوریه‌ی 1935، زمانی که انجمن جان دیویی در اتلانتیک سیتی در ایالت نیوجرسی امریکا تأسیس شد. در ایران رشته‌ی فلسفه تعلیم و تربیت سابقه‌ی بسیار کوتاه‌تری دارد. در واقع تاریخچه‌ی ثبت شده‌ای برای این منظور وجود ندارد. از سوی دیگر بررسی دقیق روند توسعه‌ی هر رشته با ارجاع به افراد و سازمان‌های حرفه‌ای که در تشکیل و جهت‌گیری آن نقش کلیدی ایفا کرده‌اند، امکان پذیر است. در نتیجه، در این پژوهش با استفاده از روش تاریخی و اسناد و مدارک مکتوب (با اعتبارسنجی آن‌ها) و اسناد شفاهی (به‌وسیله‌ی مصاحبه‌ی نیمه ساخت یافته با متخصصان این رشته در ایران) اطلاعات مورد نظر گردآوری و تحلیل شده است. نتایج نشان می‌دهند که منابع فراوانی در این رشته در ایران منتشر شده‌اند. با وجود این، بررسی این آثار حکایت می‌کند که فیلسوفان تربیتی در ایران بیشتر به سودآوری فلسفه برای معلمان و دانش‌آموزان گرایش دارند. در نتیجه چنین به‌نظر می‌رسد که ما باید خود را به‌عنوان فیلسوفان تربیتی اصیل بازیابیم و تمایز میان فلسفه‌ی محض و فلسفه تعلیم و تربیت را از میان برداریم. به‌عبارت دیگر، هدف نخست فیلسوف تربیتی باید ناظر به توسعه و تعمیق فهم مباحث فلسفی‌ای باشد که در فرایند تربیت رخ می‌نماید. بنابراین، فهم مبانی فلسفی تعلیم و تربیت و نه بهبود عمل آموزش باید در کانون اصلی توجه متخصصان این رشته قرار گیرد.,رضا محمدی چابکی,Persian," تاریخ, ایران, علوم تربیتی, فلسفه تعلیم و تربیت"
87,عوامل مؤثر بر اثربخشی یادگیری الکترونیکی: تحلیل پدیدار شناسانة ویژگی‌های یادگیرنده,یادگیرنده به عنوان یکی از عوامل اصلی تعیین‌کننده موفقیت و اثرگذار در یادگیری الکترونیکی معرفی شده است زیرا ماهیت یادگیری الکترونیکی، یادگیرنده محور است و او مسئول یادگیری خود است. از این رو، هدف پژوهش حاضر، شناسایی ویژگی‌های مؤثر یادگیرنده بر اثربخشی یادگیری الکترونیکی بود. متناسب با این هدف، رویکرد پژوهش کیفی و راهبرد پدیدارشناسی اتخاذ شده است. اعضای هیأت علمی و مدرسان دوره‌های یادگیری الکترونیکی در دانشگاه‌ها، جامعه این پژوهش بوده‌اند. مشارکت‌کنندگان با استفاده از روش نمونه گیری هدفمند ملاک محور، انتخاب شدند و از طریق مصاحبه نیمه ساختارمند نسبت به جمع آوری داده‌ها تا دستیابی محقق به اشباع نظری، اقدام شده است و در مصاحبه دوازدهم، اشباع نظری حاصل شده است. یافته‌ها با استفاده از روش کدگذاری تحلیل محتوای کیفی، در سه مرحله کد، خرده‌مقوله و مقوله مورد تجزیه و تحلیل قرار گرفتند. بر اساس یافته‌های حاصل از دوازه مورد مصاحبه، تعداد 102 کد، 13 خرده‌مقوله و 6 مقوله شامل «محور بودن یادگیرنده در فرایند یادگیری»، «تعامل یادگیرنده در فرایند یادگیری»، «ارزیاب بودن یادگیرنده در فرایند یادگیری»، «سواد یادگیرنده»، «خودراهبر بودن یادگیرنده» و «ویژگی‌های روان‌شناختی یادگیرنده» حاصل شد. با توجه به یافته‌های پژوهش، مدیران و برنامه‌ریزان دوره‌های یادگیری الکترونیکی در دانشگاه‌ها باید به نقش یادگیرنده در موفقیت و اثربخشی یادگیری الکترونیکی دانشگاهی توجه ویژه‌ای داشته باشند.,مرتضی رضائی زاده,Persian,اثربخشی یادگیری الکترونیکی  یادگیرنده  یادگیری الکترونیکی، مجازی
88,برنامه های بالندگی هیئت علمی دانشگاه شهید بهشتی: نقاط قوت ناکافی,"مقدمه: برنامه های بالندگی هییت علمی شامل همه اشکال پشتیبانی های سازماندهی شده برای کمک به بلوغ اعضای هییت علمی به عنوان مدرسان, محققان, و شهروندان دانشگاه ها, حرفه ها و جوامع بزرگتر است. طراحی نظام مند و ارایه برنامه ها و فعالیت های نوآورانه در جهت بالندگی هییت علمی یکی از راه های رشد و پیشرفت نظام دانشگاهی است. به دلیل اهمیت این برنامه ها و نقش تاثیرگذار آنها بر کیفیت نظام دانشگاهی, لازم است که ارتقای کیفیت این برنامه ها همواره مدنظر مدیران دانشگاهی باشد. ارزیابی این برنامه ها و شناسایی نقاط قوت آن ها, می تواند تسهیلگر تدوین خطوط راهنمایی برای برگزاری این برنامه ها با کیفیت بالاتر باشد. از این رو این پژوهش با هدف ارتقای کیفیت برنامه های بالندگی هییت علمی دانشگاه شهید بهشتی, درصدد شناسایی نقاط قوت آن از دیدگاه اساتید دانشگاه, به عنوان ذی نفعان اولیه برآمد. روش ها: در طرحی کیفی و پدیدارشناسانه, مصاحبه های نیمه ساختاریافته ای با 29 نفر از اساتید دانشگاه شهید بهشتی انجام و از آنان درباره نقاط قوت برنامه های بالندگی هییت علمی دانشگاه سوال شد. مصاحبه های پیاده سازی شده با استفاده از رویکرد اشتراوس-کوربین کدگذاری شدند. یافته ها: در نهایت سه نقطه قوت برای این برنامه ها شناسایی شد که عبارتند از: «مدرسان برجسته», «موضوعات و محتوای مناسب» و «روش های یاددهی-یادگیری اثربخش». نتیجه گیری: شناسایی تنها سه نقطه قوت برای برنامه های بالندگی نشان دهنده این است که برنامه های یاد شده از کیفیت لازم برخوردار نبودند و نیازمند بازنگری اساسی در اقدامات سیاستگذاری, برنامه ریزی و اجرا هستند.",مرتضی رضائی زاده,Persian,برنامه های بالندگی هیئت علمی دانشگاه شهید بهشتی آموزش عالی نقاط قوت
89,نیازهای نوجوانان در رابطه ی والد-فرزندی، یک مطالعه ی کیفی," نوجوانی یکی از دوره های مهم زندگی است. پژوهش حاضر به بررسی نیازهای نوجوانان 11-14 ساله ایرانی در رابطه با والدین شان می پردازد. این پژوهش از نوع کیفی و با رویکرد پدیدارشناسی تفسیری بود. جمع آوری داده ها با استفاده از مصاحبه های باز نیمه ساختار یافته با نوجوانان 11 تا 14سال دبیرستان های شهر تهران در طول زمستان1397 صورت گرفت. برای تعیین حجم نمونه از روش رسیدن به اشباع استفاده شد. 24 نوجوان با روش نمونه گیری هدفمند انتخاب شدند و تا رسیدن به اشباع مصاحبه با آنها ادامه یافت. سپس مکالمات ضبط و دست نویس شده با استفاده از تحلیل مضمون مورد تجزیه و تحلیل محتوایی قرار گرفته است. حاصل این تحلیل 6 مضمون اصلی شامل نیاز به محیط دلگرم کننده و مشوق, دادن آزادی های با نظارت برای کسب هویت, نیاز به پذیرفته شدن بی قید و شرط, پرداختن به عواطف و هیجانات و رابطه امن و دردسترس با والدین بوده است که هر یک بین 4 تا 6 مضمون فرعی را نیز در بر گرفتند. مصاحبه با نوجوانان, به 6 نیاز اساسی آنان در رابطه با والدین شان رسید. یافته های این مطالعه نشان داد که از منظر نوجوانان, داشتن رابطه خانوادگی همراه با امنیت, صمیمیت, شادی, پذیرش وآزادی از مهمترین نیاز هایی است که در این دوره زندگی دارند و به رسمیت شناختن این نیاز ها از سمت والدین می تواند به نوجوانان کمک کند تا عبور سالمی همراه با رضایت و سلامت روان از این دوره زندگی داشته باشند. همچنین به روانشناسان و مشاوران و سایر افراد و سازمان هایی که با نوجوانان و مسایل آنها در ارتباط هستند برای طراحی پروتکل های مداخلاتی جهت بهبود رابطه والد و نوجوان کمک می کند.",مرتضی رضائی زاده,Persian,پژوهش کیفی نوجوانی رابطه والد-نوجوان نیازهای نوجوان تحلیل مضمون 
90,بررسی روش های ایجاد تعامل و بهبود مشارکت دانشجویان در فرایند یادگیری در آموزش عالی: یک مرور نظام مند,"هدف از پژوهش حاضر, شناسایی روش های ایجاد تعامل دانشجویان در فرایند یادگیری و شناسایی ویژگی های تعامل اثربخش در فرایند یادگیری است. تعامل های یادگیری باید مجموعه ای از ویژگی ها را داشته باشد تا یادگیری محقق شود. در این پژوهش کیفی, از روش مطالعه مرور نظام مند منطبق با دستورالعمل پریزما برای مطالعه پژوهش های پیشین و از روش پدیدارشناسی با بهره گیری از گروه های کانونی برای کسب تجارب خبرگان استفاده شده است. در پایگاه اطلاعاتی جستجوی مقاله های مرتبط با هدف پژوهش طی سال های 2009 تا 2019 انجام شد که تعداد 252 مقاله در حوزه تخصصی رشته تعلیم وتربیت به عنوان جامعه آماری به دست آمد. معیارهای ورود مقاله ها به مطالعه مرور نظام مند, مقاله های علمی-پژوهشی در حوزه آموزش عالی بود که درنهایت 20 مقاله تحلیل شد. اعضای گروه کانونی, متخصصان علوم تربیتی بودند که از طریق نمونه گیری هدفمند و روش گلوله برفی انتخاب شدند. پایایی مضمون های استخراج شده از طریق خودبازبینی پژوهشگر و توافق موضوعی سه کدگذار انجام شد. یافته های پژوهش شامل 9 روش ایجاد تعامل (ایجاد محیط یادگیری مبتنی بر مسیله یا مشکل, ایجاد فضایی برای تفسیر و تامل فردی و بحث و گفتگو, ارایه بازخورد, پاداش و تشویق کردن مبتنی بر انگیزاننده های درونی, مشارکت دادن دانشجو در طراحی آموزشی و اجرا, استفاده از ابزارهای چندرسانه ای, خودارزیابی, استفاده از تکنیک های یادگیری همیارانه, ارزیابی همتایان, طراحی و تسهیل فعالیت گروهی) و 13 ویژگی تعامل اثربخش در فرایند یادگیری است که با کاربست آن در عمل, محیط یادگیری پویا و فعال ایجاد می شود.",مرتضی رضائی زاده,Persian,"
تعامل یادگیری مشارکت دانشجو آموزش عالی "
91,ضرورت و راه کارهای بهبود برنامه درسی دروس عمومی دوره کارشناسی از دیدگاه دانشجویان و اعضای هیات علمی دانشگاه شهید بهشتی,"حیطه  آموزش عمومی در آموزش عالی (علی رغم نظرات مخالف آن) در کنار حیطه های تخصصی, پژوهشی و توسعه دانش از اهمیت بسزایی برخوردار است؛ خصوصا در دنیای کنونی که بیش از پیش نیاز به دانش آموختگان دارای اطلاعات و مهارت های عمومی, توانمند در دسترسی به اطلاعات, برقراری ارتباطات موثر, تجزیه و تحلیل مسایل و ارایه راه حل ها, تفکر خلاق و شناسایی محیط ملی و بین المللی احساس می شود. این پژوهش در پی آنست که راه کارهای بهبود برنامه درسی عمومی آموزش عالی را که به عنوان دروس عمومی بیان می شوند, مورد بررسی قرار دهد و از اسناد و منابع علمی معتبر و تجارب سایر نظام ها و هم چنین, نظرات دانشجویان و اعضای هیات علمی دانشگاه شهید بهشتی در این رابطه بهره مند شود.روش این پژوهش, توصیفی - پیمایشی و جامعه آماری آن, تمامی دانشجویان سال آخر دوره کارشناسی 1638) نفر) و اعضای هیات علمی گروه های آموزش موردنظر در دانشگاه شهید بهشتی 79) نفر) بود. تعداد نمونه بر اساس جدول مورگان انتخاب شده و روش نمونه گیری, طبقه ای نسبتی تصادفی و تصادفی ساده و ابزار گردآوری اطلاعات, پرسش نامه بسته پاسخ و بازپاسخ بود.سوالات اساسی تحقیق از این قرار بود: «آیا وجود دروس عمومی در برنامه درسی دانشجویان دوره کارشناسی ضروری است؟» و «چه راه کارهایی را می توان برای بهبود برنامه درسی دروس عمومی در آموزش عالی پیشنهاد کرد؟» بر این اساس, ابتدا میزان ضرورت برنامه درسی عمومی آموزش عالی از دیدگاه دانشجویان و اعضای هیات علمی دانشگاه شهید بهشتی و سپس راه کارهای بهبود این برنامه با در نظر داشتن نظرات دانشجویان و استادان دانشگاه شهید بهشتی در قالب دو سرفصل راه کارهای «موضوعی - محتوایی» و «انگیزشی - ساختاری» مورد بررسی و اولویت گذاری قرار گرفت.بر اساس نتایج مشخص شده, وجود برنامه درسی عمومی آموزش عالی از دیدگاه دانشجویان و استادان ضروری است و راه کارهای موضوعی - محتوایی برای بهبود برنامه درسی عمومی آموزش عالی, از اولویت بیشتری برخوردارند.",مرتضی رضائی زاده,Persian,دروس عمومی آموزش عالی دانشجویان اعضای هیات علمی
92,شناسایی و مدلسازی مهم ترین چالش های بکارگیری آموزش الکترونیکی با رویکرد مدل سازی ساختاری تفسیری در شرکت ملی گاز ایران,"هدف از پژوهش حاضر, شناسایی و مدلسازی مهم ترین چالش های پیش روی بکارگیری آموزش الکترونیکی در شرکت ملی گاز ایران می باشد. روش پژوهش به لحاظ هدف, کاربردی و به لحاظ نحوه گردآوری اطلاعات, از نوع کیفی است. در این تحقیق ابتدا بر اساس روش نمونه گیری در دسترس به بررسی اسناد و تحقیقات مرتبط پرداخته شد و پس از شناسایی مولفه های مرتبط با چالش های بکارگیری آموزش الکترونیکی, در گام بعد براساس روش مدیریت تعاملی و با استفاده از نرم افزار الگوسازی ساختاری تفسیری  که یکی از شیوه های تحقیق کیفی است, با بررسی نظرات 7 نفر از خبرگان حوزه آموزش الکترونیکی در شرکت ملی گاز که به صورت هدفمند انتخاب شدند, تعداد 7 مولفه به عنوان چالش های نهایی بکارگیری آموزش الکترونیکی تعیین شده است. سپس ساختار ارتباطات فی مابینی و میزان اهمیت آن ها در قالب یک شبکه تعاملی ترسیم گردید. براساس یافته های نهایی پژوهش, مهم ترین چالش های بکارگیری آموزش الکترونیکی در بخش ستاد شرکت ملی گاز عبارتند از: نبود دستورالعمل و ضعف در تهیه قوانین و مقررات, نبود الگوریتم و روش اجرایی مشخص, ضعف ارتباطات شبکه ای, عدم اطلاع رسانی درست از ظرفیت های آموزش الکترونیکی, محتوای ناکافی, اجرای نادرست آموزش الکترونیکی و بی انگیزگی کارکنان. بر این اساس, مشخص شد که «نبود دستورالعمل و ضعف در تهیه قوانین و مقررات» به عنوان مهم ترین چالش بکارگیری آموزش الکترونیکی بر روی سایر چالش های منتخب دیگر, اثرگذاری مستقیم و یا غیرمستقیم دارد. کاربرد یافته های تحقیق و پیشنهادهایی برای پژوهشگران آینده در انتهای پژوهش قرار گرفته است.",مرتضی رضائی زاده,Persian,"
آموزش الکترونیکی چالش ها مدل سازی ساختاری تفسیری"
93,شناسایی نتایج و کارکردهای ابزارهای وب 2.0 در توسعه حرفه ای کارکنان (آموزش عالی و مداوم),"عدم آگاهی نسبت به ظهور و جنبه های استراتژیک کاربردی تکنولوژی های موجود می تواند سازمان ها را با بحران های غیر قابل برگشتی روبه رو کند. از جمله این تکنولوژی ها ابزارهای وب 2. 0 هستند که مورد توجه پژوهش حاضر قرار گرفته است. هدف پژوهش حاضر, شناسایی کارکردهای ابزارهای وب 2. 0 در توسعه حرفه ای منابع انسانی بوده است. به همین جهت پژوهش حاضر با مرور نظام مند ادبیات و تکنیک تحلیل محتوای کیفی (تحلیل مضمون) در میان منابع گردآوری شده از پایگاه علمی اسکوپوس, تعداد 22 مقاله را بررسی کرده است. یافته ها حاکی از این هستند که فناوری وب 2. 0 دارای چهار کارکرد اصلی؛ تغییر استراتژی های فرآیند یادگیری کارکنان, تغییر استراتژی های مدیریت دانش منابع انسانی, تغییر استراتژی های تعاملات و ارتباطات منابع انسانی و تغییر چشم انداز توسعه منابع انسانی در فرآیندهای توسعه حرفه ای کارکنان در سازمان ها بوده است. همچنین سازمان های ارایه دهنده خدمات از جمله آموزشی, پزشکی و کتابداران در استفاده از چنین ابزارهایی جهت فرآیندهای توسعه حرفه ای کارکنان خود پیشرو بودند. در نهایت ساختاری مفهومی در کارکرد ابزارهای وب 2. 0 در توسعه حرفه ای منابع انسانی در سازمان ها ارایه شده است. در نهایت پژوهش حاضر بر تعامل پژوهشگران و کارشناسان توسعه منابع انسانی در دانشگاه ها و سازمان ها تاکید دارد. تا کارشناسان توسعه منابع انسانی از وجود چنین ابزارها و فناوری هایی در جریان یادگیری و توسعه حرفه ای منابع انسانی آگاهی یابند و در جهت کاربرد آنها گام بردارند.",مرتضی رضائی زاده,Persian,"
آموزش عالی ابزارهای وب توسعه منابع انسانی کارکرد مداوم"
